Timestamp,Distance,FillPercentage,Status2026-06-13 15:33:52.093575,13,56.67,HALF FULL
2026-06-13 15:55:47.296352,9,70.0,HALF FULL
2026-06-13 15:57:47.950033,5,83.33,FULL
2026-06-13 15:58:49.192337,11,63.33,HALF FULL
2026-06-13 15:58:59.779338,30,0.0,EMPTY
2026-06-13 15:59:17.784248,18,40.0,EMPTY
